measure,location,sex,age,cause,metric,year,val,upper,lower
Deaths,Global,Both,1 to 4,Kidney cancer,Number,1993,1758.0040031857611,2341.7607383557174,1196.779264504633
Deaths,Global,Both,1 to 4,Brain and nervous system cancer,Number,1993,9356.16882735389,14631.351665047932,4853.301158957811
Deaths,Global,Both,1 to 4,Hodgkin lymphoma,Number,1993,1104.2820045499943,1628.0024865885337,472.79795364323553
Deaths,Global,Both,1 to 4,Non-Hodgkin lymphoma,Number,1993,5047.373315547424,7030.972736218611,3460.155445771309
Deaths,Global,Both,1 to 4,Leukemia,Number,1993,18806.49447559095,28832.519676246306,12377.337871973097
Deaths,Global,Both,1 to 4,Other malignant neoplasms,Number,1993,11654.210196281538,18180.105399820925,7450.596120649215
Deaths,Global,Both,1 to 4,Other neoplasms,Number,1993,1250.2603630223946,1740.0826088469755,709.3991883849017
Deaths,Global,Both,1 to 4,Rheumatic heart disease,Number,1993,8198.998864505447,10330.623208482037,6551.870506883014
Deaths,Global,Both,1 to 4,Interpersonal violence,Number,1993,12369.93407139688,14765.169551532339,9494.790018281214
Deaths,Global,Both,1 to 4,Stroke,Number,1992,8098.210900431774,10136.562390650388,6321.289385067487
Deaths,Global,Both,1 to 4,Cardiomyopathy and myocarditis,Number,1992,4911.340908974141,5979.761593057098,3435.993068155087
Deaths,Global,Both,1 to 4,Endocarditis,Number,1992,2199.3822361724306,3046.5039961651682,1567.3487238348864
Deaths,Global,Both,1 to 4,Other cardiovascular and circulatory diseases,Number,1992,3540.366883431059,5940.121295032654,2019.0316074221378
Deaths,Global,Both,1 to 4,Other skin and subcutaneous diseases,Number,2017,82.88269301741232,146.22676633591936,57.42601558178413
Deaths,Global,Both,1 to 4,Road injuries,Number,2017,37410.06068550597,42047.86390179905,32891.104424937985
Deaths,Global,Both,1 to 4,Brain and nervous system cancer,Number,1991,9581.695629031854,15170.82174206239,4816.8515911189415
Deaths,Global,Both,1 to 4,Hodgkin lymphoma,Number,1991,1144.0992084318923,1704.8030101782629,474.5792456811568
Deaths,Global,Both,1 to 4,Non-Hodgkin lymphoma,Number,1991,5052.742938692718,7150.811082073629,3368.9774189563614
Deaths,Global,Both,1 to 4,Leukemia,Number,1991,19305.728217513883,30508.109673305902,12503.012632122096
Deaths,Global,Both,1 to 4,Other malignant neoplasms,Number,1991,11732.576213820925,18718.314841339146,7405.720722717059
Deaths,Global,Both,1 to 4,Other neoplasms,Number,1991,1235.8005440289726,1744.0407451172327,679.5768459549623
Deaths,Global,Both,1 to 4,Rheumatic heart disease,Number,1991,8872.097327368496,11137.582152906323,6998.837505785311
Deaths,Global,Both,1 to 4,Other transport injuries,Number,1991,5420.293687718871,7822.932768387767,4088.8188449142394
Deaths,Global,Both,1 to 4,Falls,Number,1991,19367.447777662488,28098.9146287041,13449.605246381283
Deaths,Global,Both,1 to 4,Drowning,Number,1991,185341.03021186276,210568.81360140114,155091.05573368722
Deaths,Global,Both,1 to 4,"Fire, heat, and hot substances",Number,1991,27546.527059079,36339.67921109026,14349.302654267794
Deaths,Global,Both,1 to 4,Poisonings,Number,1991,12638.980081234262,17327.147159789434,7974.167185908841
Deaths,Global,Both,1 to 4,Exposure to mechanical forces,Number,1991,13340.486638685967,15623.096818473283,10101.760562256246
Deaths,Global,Both,1 to 4,Adverse effects of medical treatment,Number,1991,7722.884784176857,13802.810093023916,3282.3493145901607
Deaths,Global,Both,1 to 4,Animal contact,Number,1991,10699.410960211355,18107.021468527306,4171.3919861860995
Deaths,Global,Both,1 to 4,Foreign body,Number,1991,19581.850619133416,22731.497579917177,14175.010233780578
Deaths,Global,Both,1 to 4,Other unintentional injuries,Number,1991,10960.002369688507,12639.952333035595,8865.768163234068
Deaths,Global,Both,1 to 4,Interpersonal violence,Number,1991,12558.08861294189,15134.535945414253,9472.268554614293
Deaths,Global,Both,1 to 4,Executions and police conflict,Number,1992,70.12771649684865,84.64545363296854,47.680595132996324
Deaths,Global,Both,1 to 4,Zika virus,Number,1992,0.0,0.0,0.0
Deaths,Global,Both,1 to 4,Conflict and terrorism,Number,1992,5475.242583946575,5653.5437964178855,5318.527708897457
Deaths,Global,Both,1 to 4,Typhoid and paratyphoid,Number,1992,40864.575921096875,77485.71451759228,18097.92730448001
Deaths,Global,Both,1 to 4,Invasive Non-typhoidal Salmonella (iNTS),Number,1992,15800.968783249304,30151.757500621123,7898.458668743081
Deaths,Global,Both,1 to 4,Brain and nervous system cancer,Number,1997,8852.637674545455,12926.223562088799,4888.1828118295125
Deaths,Global,Both,1 to 4,Hodgkin lymphoma,Number,1997,997.7212672168758,1473.5704008229663,460.3355892670244
Deaths,Global,Both,1 to 4,Non-Hodgkin lymphoma,Number,1997,4867.306108265636,6587.626058046711,3441.5641148533114
Deaths,Global,Both,1 to 4,Leukemia,Number,1997,17461.488546637476,25829.73046835139,11969.672334600988
Deaths,Global,Both,1 to 4,Other malignant neoplasms,Number,1997,11178.963789176903,17013.389876569126,7373.163728784458
Deaths,Global,Both,1 to 4,Other neoplasms,Number,1997,1237.4230688587736,1702.8269592660179,743.2608867890174
Deaths,Global,Both,1 to 4,Rheumatic heart disease,Number,1997,6769.855360332517,8417.373903955224,5398.922967771575
Deaths,Global,Both,1 to 4,Other transport injuries,Number,1997,4601.745588618318,6544.596574594553,3520.61817355961
Deaths,Global,Both,1 to 4,Falls,Number,1997,17468.802627831043,23928.575811641458,12739.860041496975
